mid,name,gen,hp,atk_mid,axis,loadout,spec,hit_pct,raw,after,drop_mult,taken
0,Ettin,10,1376,40.0,out_magic,ZW20_HeroMage,50,88,91.4,92,1.529,
0,Ettin,10,1376,40.0,out_magic,bare_HeroMage,50,88,73.1,74,1.529,
0,Ettin,10,1376,40.0,out_phys,bare_hand,50,62,13.0,14,1.529,
0,Ettin,10,1376,40.0,out_phys,LongSword+2,50,62,8.7,10,1.529,
0,Ettin,10,1376,40.0,out_phys,GiantSword,50,62,18.6,20,1.529,
0,Ettin,10,1376,40.0,out_phys,GS_Hero,50,72,23.6,25,1.529,
0,Ettin,10,1376,40.0,out_phys,GS_Hero_NOX,50,82,23.6,25,1.529,
0,Ettin,10,1376,40.0,out_phys,GS_Hero_NOX_Xelima7,50,82,30.6,32,1.529,
0,Ettin,10,1376,40.0,out_phys,GS_Hero_NOX_Abaddon17,50,82,40.6,42,1.529,
0,Ettin,10,1376,40.0,out_phys,GS_full_upg10,50,82,50.6,52,1.529,
0,Ettin,10,1376,40.0,in_phys,naked_PA0,50,,40,,1.529,39
0,Ettin,10,1376,40.0,in_phys,light_PA20,50,,40,,1.529,32
0,Ettin,10,1376,40.0,in_phys,heavy_PA40,50,,40,,1.529,24
0,Ettin,10,1376,40.0,in_phys,heavy_Merien5_PA45,50,,40,,1.529,22
0,Ettin,10,1376,40.0,in_phys,heavy_Merien10_PA50,50,,40,,1.529,20
0,Ettin,10,1376,40.0,in_phys,stack_PA70,50,,40,,1.529,12
0,Ettin,10,1376,40.0,in_phys,cap_PA80,50,,40,,1.529,8
1,Slime,1,7,2.5,out_magic,bare,0,97,69.1,69,1.0,
1,Slime,1,7,2.5,out_magic,MS20,0,97,69.1,69,1.0,
1,Slime,1,7,2.5,out_magic,MS22_HR50,0,97,69.1,69,1.0,
1,Slime,1,7,2.5,out_magic,MS22_HR91,0,97,69.1,69,1.0,
1,Slime,1,7,2.5,out_magic,ZW20,0,97,86.4,86,1.0,
1,Slime,1,7,2.5,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
1,Slime,1,7,2.5,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
1,Slime,1,7,2.5,out_phys,bare_hand,0,89,13.0,13,1.0,
1,Slime,1,7,2.5,out_phys,LongSword+2,0,89,8.7,9,1.0,
1,Slime,1,7,2.5,out_phys,GiantSword,0,89,18.6,19,1.0,
1,Slime,1,7,2.5,out_phys,GS_Hero,0,97,23.6,24,1.0,
1,Slime,1,7,2.5,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
1,Slime,1,7,2.5,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
1,Slime,1,7,2.5,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
1,Slime,1,7,2.5,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
1,Slime,1,7,2.5,in_phys,naked_PA0,0,,2,,1.0,2
1,Slime,1,7,2.5,in_phys,light_PA20,0,,2,,1.0,2
1,Slime,1,7,2.5,in_phys,heavy_PA40,0,,2,,1.0,2
1,Slime,1,7,2.5,in_phys,heavy_Merien5_PA45,0,,2,,1.0,2
1,Slime,1,7,2.5,in_phys,heavy_Merien10_PA50,0,,2,,1.0,1
1,Slime,1,7,2.5,in_phys,stack_PA70,0,,2,,1.0,1
1,Slime,1,7,2.5,in_phys,cap_PA80,0,,2,,1.0,1
1,Slime,1,7,2.5,out_magic,bare,50,97,69.1,70,1.529,
1,Slime,1,7,2.5,out_magic,MS20,50,97,69.1,70,1.529,
1,Slime,1,7,2.5,out_magic,MS22_HR50,50,97,69.1,70,1.529,
1,Slime,1,7,2.5,out_magic,MS22_HR91,50,97,69.1,70,1.529,
1,Slime,1,7,2.5,out_magic,ZW20,50,97,86.4,87,1.529,
1,Slime,1,7,2.5,out_magic,ZW20_HeroMage,50,97,91.4,92,1.529,
1,Slime,1,7,2.5,out_magic,bare_HeroMage,50,97,73.1,74,1.529,
1,Slime,1,7,2.5,out_phys,bare_hand,50,89,13.0,14,1.529,
1,Slime,1,7,2.5,out_phys,LongSword+2,50,89,8.7,10,1.529,
1,Slime,1,7,2.5,out_phys,GiantSword,50,89,18.6,20,1.529,
1,Slime,1,7,2.5,out_phys,GS_Hero,50,97,23.6,25,1.529,
1,Slime,1,7,2.5,out_phys,GS_Hero_NOX,50,97,23.6,25,1.529,
1,Slime,1,7,2.5,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.529,
1,Slime,1,7,2.5,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.529,
1,Slime,1,7,2.5,out_phys,GS_full_upg10,50,97,50.6,52,1.529,
1,Slime,1,7,2.5,in_phys,naked_PA0,50,,2,,1.529,1
1,Slime,1,7,2.5,in_phys,light_PA20,50,,2,,1.529,1
1,Slime,1,7,2.5,in_phys,heavy_PA40,50,,2,,1.529,1
1,Slime,1,7,2.5,in_phys,heavy_Merien5_PA45,50,,2,,1.529,1
1,Slime,1,7,2.5,in_phys,heavy_Merien10_PA50,50,,2,,1.529,1
1,Slime,1,7,2.5,in_phys,stack_PA70,50,,2,,1.529,1
1,Slime,1,7,2.5,in_phys,cap_PA80,50,,2,,1.529,1
2,Ant,1,11,4.0,out_magic,bare,0,97,69.1,69,1.0,
2,Ant,1,11,4.0,out_magic,MS20,0,97,69.1,69,1.0,
2,Ant,1,11,4.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
2,Ant,1,11,4.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
2,Ant,1,11,4.0,out_magic,ZW20,0,97,86.4,86,1.0,
2,Ant,1,11,4.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
2,Ant,1,11,4.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
2,Ant,1,11,4.0,out_phys,bare_hand,0,89,13.0,13,1.0,
2,Ant,1,11,4.0,out_phys,LongSword+2,0,89,8.7,9,1.0,
2,Ant,1,11,4.0,out_phys,GiantSword,0,89,18.6,19,1.0,
2,Ant,1,11,4.0,out_phys,GS_Hero,0,97,23.6,24,1.0,
2,Ant,1,11,4.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
2,Ant,1,11,4.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
2,Ant,1,11,4.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
2,Ant,1,11,4.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
2,Ant,1,11,4.0,in_phys,naked_PA0,0,,4,,1.0,4
2,Ant,1,11,4.0,in_phys,light_PA20,0,,4,,1.0,4
2,Ant,1,11,4.0,in_phys,heavy_PA40,0,,4,,1.0,3
2,Ant,1,11,4.0,in_phys,heavy_Merien5_PA45,0,,4,,1.0,3
2,Ant,1,11,4.0,in_phys,heavy_Merien10_PA50,0,,4,,1.0,2
2,Ant,1,11,4.0,in_phys,stack_PA70,0,,4,,1.0,2
2,Ant,1,11,4.0,in_phys,cap_PA80,0,,4,,1.0,1
2,Ant,1,11,4.0,out_magic,bare,50,97,69.1,70,1.529,
2,Ant,1,11,4.0,out_magic,MS20,50,97,69.1,70,1.529,
2,Ant,1,11,4.0,out_magic,MS22_HR50,50,97,69.1,70,1.529,
2,Ant,1,11,4.0,out_magic,MS22_HR91,50,97,69.1,70,1.529,
2,Ant,1,11,4.0,out_magic,ZW20,50,97,86.4,87,1.529,
2,Ant,1,11,4.0,out_magic,ZW20_HeroMage,50,97,91.4,92,1.529,
2,Ant,1,11,4.0,out_magic,bare_HeroMage,50,97,73.1,74,1.529,
2,Ant,1,11,4.0,out_phys,bare_hand,50,89,13.0,14,1.529,
2,Ant,1,11,4.0,out_phys,LongSword+2,50,89,8.7,10,1.529,
2,Ant,1,11,4.0,out_phys,GiantSword,50,89,18.6,20,1.529,
2,Ant,1,11,4.0,out_phys,GS_Hero,50,97,23.6,25,1.529,
2,Ant,1,11,4.0,out_phys,GS_Hero_NOX,50,97,23.6,25,1.529,
2,Ant,1,11,4.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.529,
2,Ant,1,11,4.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.529,
2,Ant,1,11,4.0,out_phys,GS_full_upg10,50,97,50.6,52,1.529,
2,Ant,1,11,4.0,in_phys,naked_PA0,50,,4,,1.529,3
2,Ant,1,11,4.0,in_phys,light_PA20,50,,4,,1.529,3
2,Ant,1,11,4.0,in_phys,heavy_PA40,50,,4,,1.529,2
2,Ant,1,11,4.0,in_phys,heavy_Merien5_PA45,50,,4,,1.529,2
2,Ant,1,11,4.0,in_phys,heavy_Merien10_PA50,50,,4,,1.529,2
2,Ant,1,11,4.0,in_phys,stack_PA70,50,,4,,1.529,1
2,Ant,1,11,4.0,in_phys,cap_PA80,50,,4,,1.529,1
3,Snake,1,14,5.0,out_magic,bare,0,97,69.1,69,1.0,
3,Snake,1,14,5.0,out_magic,MS20,0,97,69.1,69,1.0,
3,Snake,1,14,5.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
3,Snake,1,14,5.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
3,Snake,1,14,5.0,out_magic,ZW20,0,97,86.4,86,1.0,
3,Snake,1,14,5.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
3,Snake,1,14,5.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
3,Snake,1,14,5.0,out_phys,bare_hand,0,89,13.0,13,1.0,
3,Snake,1,14,5.0,out_phys,LongSword+2,0,89,8.7,9,1.0,
3,Snake,1,14,5.0,out_phys,GiantSword,0,89,18.6,19,1.0,
3,Snake,1,14,5.0,out_phys,GS_Hero,0,97,23.6,24,1.0,
3,Snake,1,14,5.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
3,Snake,1,14,5.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
3,Snake,1,14,5.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
3,Snake,1,14,5.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
3,Snake,1,14,5.0,in_phys,naked_PA0,0,,5,,1.0,5
3,Snake,1,14,5.0,in_phys,light_PA20,0,,5,,1.0,4
3,Snake,1,14,5.0,in_phys,heavy_PA40,0,,5,,1.0,3
3,Snake,1,14,5.0,in_phys,heavy_Merien5_PA45,0,,5,,1.0,3
3,Snake,1,14,5.0,in_phys,heavy_Merien10_PA50,0,,5,,1.0,3
3,Snake,1,14,5.0,in_phys,stack_PA70,0,,5,,1.0,2
3,Snake,1,14,5.0,in_phys,cap_PA80,0,,5,,1.0,1
3,Snake,1,14,5.0,out_magic,bare,50,97,69.1,70,1.529,
3,Snake,1,14,5.0,out_magic,MS20,50,97,69.1,70,1.529,
3,Snake,1,14,5.0,out_magic,MS22_HR50,50,97,69.1,70,1.529,
3,Snake,1,14,5.0,out_magic,MS22_HR91,50,97,69.1,70,1.529,
3,Snake,1,14,5.0,out_magic,ZW20,50,97,86.4,87,1.529,
3,Snake,1,14,5.0,out_magic,ZW20_HeroMage,50,97,91.4,92,1.529,
3,Snake,1,14,5.0,out_magic,bare_HeroMage,50,97,73.1,74,1.529,
3,Snake,1,14,5.0,out_phys,bare_hand,50,89,13.0,14,1.529,
3,Snake,1,14,5.0,out_phys,LongSword+2,50,89,8.7,10,1.529,
3,Snake,1,14,5.0,out_phys,GiantSword,50,89,18.6,20,1.529,
3,Snake,1,14,5.0,out_phys,GS_Hero,50,97,23.6,25,1.529,
3,Snake,1,14,5.0,out_phys,GS_Hero_NOX,50,97,23.6,25,1.529,
3,Snake,1,14,5.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.529,
3,Snake,1,14,5.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.529,
3,Snake,1,14,5.0,out_phys,GS_full_upg10,50,97,50.6,52,1.529,
3,Snake,1,14,5.0,in_phys,naked_PA0,50,,5,,1.529,4
3,Snake,1,14,5.0,in_phys,light_PA20,50,,5,,1.529,4
3,Snake,1,14,5.0,in_phys,heavy_PA40,50,,5,,1.529,3
3,Snake,1,14,5.0,in_phys,heavy_Merien5_PA45,50,,5,,1.529,3
3,Snake,1,14,5.0,in_phys,heavy_Merien10_PA50,50,,5,,1.529,2
3,Snake,1,14,5.0,in_phys,stack_PA70,50,,5,,1.529,2
3,Snake,1,14,5.0,in_phys,cap_PA80,50,,5,,1.529,1
4,Armored Battle Steed,0,0,5.0,out_magic,bare,0,97,69.1,69,1.0,
4,Armored Battle Steed,0,0,5.0,out_magic,MS20,0,97,69.1,69,1.0,
4,Armored Battle Steed,0,0,5.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
4,Armored Battle Steed,0,0,5.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
4,Armored Battle Steed,0,0,5.0,out_magic,ZW20,0,97,86.4,86,1.0,
4,Armored Battle Steed,0,0,5.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
4,Armored Battle Steed,0,0,5.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,bare_hand,0,77,13.0,13,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,GiantSword,0,77,18.6,19,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
4,Armored Battle Steed,0,0,5.0,in_phys,naked_PA0,0,,5,,1.0,5
4,Armored Battle Steed,0,0,5.0,in_phys,light_PA20,0,,5,,1.0,4
4,Armored Battle Steed,0,0,5.0,in_phys,heavy_PA40,0,,5,,1.0,3
4,Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien5_PA45,0,,5,,1.0,3
4,Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien10_PA50,0,,5,,1.0,3
4,Armored Battle Steed,0,0,5.0,in_phys,stack_PA70,0,,5,,1.0,2
4,Armored Battle Steed,0,0,5.0,in_phys,cap_PA80,0,,5,,1.0,1
4,Armored Battle Steed,0,0,5.0,out_magic,bare,50,97,69.1,70,1.524,
4,Armored Battle Steed,0,0,5.0,out_magic,MS20,50,97,69.1,70,1.524,
4,Armored Battle Steed,0,0,5.0,out_magic,MS22_HR50,50,97,69.1,70,1.524,
4,Armored Battle Steed,0,0,5.0,out_magic,MS22_HR91,50,97,69.1,70,1.524,
4,Armored Battle Steed,0,0,5.0,out_magic,ZW20,50,97,86.4,87,1.524,
4,Armored Battle Steed,0,0,5.0,out_magic,ZW20_HeroMage,50,97,91.4,92,1.524,
4,Armored Battle Steed,0,0,5.0,out_magic,bare_HeroMage,50,97,73.1,74,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,bare_hand,50,79,13.0,14,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,LongSword+2,50,79,8.7,10,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,GiantSword,50,79,18.6,20,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero,50,89,23.6,25,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX,50,97,23.6,25,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.524,
4,Armored Battle Steed,0,0,5.0,out_phys,GS_full_upg10,50,97,50.6,52,1.524,
4,Armored Battle Steed,0,0,5.0,in_phys,naked_PA0,50,,5,,1.524,4
4,Armored Battle Steed,0,0,5.0,in_phys,light_PA20,50,,5,,1.524,4
4,Armored Battle Steed,0,0,5.0,in_phys,heavy_PA40,50,,5,,1.524,3
4,Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien5_PA45,50,,5,,1.524,3
4,Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien10_PA50,50,,5,,1.524,2
4,Armored Battle Steed,0,0,5.0,in_phys,stack_PA70,50,,5,,1.524,2
4,Armored Battle Steed,0,0,5.0,in_phys,cap_PA80,50,,5,,1.524,1
5,Dragon,7,2751,49.5,out_magic,bare,0,78,69.1,69,1.0,
5,Dragon,7,2751,49.5,out_magic,MS20,0,78,69.1,69,1.0,
5,Dragon,7,2751,49.5,out_magic,MS22_HR50,0,83,69.1,69,1.0,
5,Dragon,7,2751,49.5,out_magic,MS22_HR91,0,87,69.1,69,1.0,
5,Dragon,7,2751,49.5,out_magic,ZW20,0,78,86.4,86,1.0,
5,Dragon,7,2751,49.5,out_magic,ZW20_HeroMage,0,78,91.4,91,1.0,
5,Dragon,7,2751,49.5,out_magic,bare_HeroMage,0,78,73.1,73,1.0,
5,Dragon,7,2751,49.5,out_phys,bare_hand,0,71,13.0,13,1.0,
5,Dragon,7,2751,49.5,out_phys,LongSword+2,0,71,8.7,9,1.0,
5,Dragon,7,2751,49.5,out_phys,GiantSword,0,71,18.6,19,1.0,
5,Dragon,7,2751,49.5,out_phys,GS_Hero,0,81,23.6,24,1.0,
5,Dragon,7,2751,49.5,out_phys,GS_Hero_NOX,0,91,23.6,24,1.0,
5,Dragon,7,2751,49.5,out_phys,GS_Hero_NOX_Xelima7,0,91,30.6,31,1.0,
5,Dragon,7,2751,49.5,out_phys,GS_Hero_NOX_Abaddon17,0,91,40.6,41,1.0,
5,Dragon,7,2751,49.5,out_phys,GS_full_upg10,0,91,50.6,51,1.0,
5,Dragon,7,2751,49.5,in_phys,naked_PA0,0,,50,,1.0,50
5,Dragon,7,2751,49.5,in_phys,light_PA20,0,,50,,1.0,40
5,Dragon,7,2751,49.5,in_phys,heavy_PA40,0,,50,,1.0,30
5,Dragon,7,2751,49.5,in_phys,heavy_Merien5_PA45,0,,50,,1.0,28
5,Dragon,7,2751,49.5,in_phys,heavy_Merien10_PA50,0,,50,,1.0,25
5,Dragon,7,2751,49.5,in_phys,stack_PA70,0,,50,,1.0,15
5,Dragon,7,2751,49.5,in_phys,cap_PA80,0,,50,,1.0,10
5,Dragon,7,2751,49.5,out_magic,bare,50,80,69.1,71,1.519,
5,Dragon,7,2751,49.5,out_magic,MS20,50,80,69.1,71,1.519,
5,Dragon,7,2751,49.5,out_magic,MS22_HR50,50,85,69.1,71,1.519,
5,Dragon,7,2751,49.5,out_magic,MS22_HR91,50,89,69.1,71,1.519,
5,Dragon,7,2751,49.5,out_magic,ZW20,50,80,86.4,89,1.519,
5,Dragon,7,2751,49.5,out_magic,ZW20_HeroMage,50,80,91.4,94,1.519,
5,Dragon,7,2751,49.5,out_magic,bare_HeroMage,50,80,73.1,75,1.519,
5,Dragon,7,2751,49.5,out_phys,bare_hand,50,73,13.0,14,1.519,
5,Dragon,7,2751,49.5,out_phys,LongSword+2,50,73,8.7,10,1.519,
5,Dragon,7,2751,49.5,out_phys,GiantSword,50,73,18.6,20,1.519,
5,Dragon,7,2751,49.5,out_phys,GS_Hero,50,83,23.6,26,1.519,
5,Dragon,7,2751,49.5,out_phys,GS_Hero_NOX,50,93,23.6,26,1.519,
5,Dragon,7,2751,49.5,out_phys,GS_Hero_NOX_Xelima7,50,93,30.6,33,1.519,
5,Dragon,7,2751,49.5,out_phys,GS_Hero_NOX_Abaddon17,50,93,40.6,43,1.519,
5,Dragon,7,2751,49.5,out_phys,GS_full_upg10,50,93,50.6,53,1.519,
5,Dragon,7,2751,49.5,in_phys,naked_PA0,50,,50,,1.519,49
5,Dragon,7,2751,49.5,in_phys,light_PA20,50,,50,,1.519,40
5,Dragon,7,2751,49.5,in_phys,heavy_PA40,50,,50,,1.519,30
5,Dragon,7,2751,49.5,in_phys,heavy_Merien5_PA45,50,,50,,1.519,27
5,Dragon,7,2751,49.5,in_phys,heavy_Merien10_PA50,50,,50,,1.519,25
5,Dragon,7,2751,49.5,in_phys,stack_PA70,50,,50,,1.519,15
5,Dragon,7,2751,49.5,in_phys,cap_PA80,50,,50,,1.519,10
6,Bunny,0,14,3.0,out_magic,bare,0,97,69.1,69,1.0,
6,Bunny,0,14,3.0,out_magic,MS20,0,97,69.1,69,1.0,
6,Bunny,0,14,3.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
6,Bunny,0,14,3.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
6,Bunny,0,14,3.0,out_magic,ZW20,0,97,86.4,86,1.0,
6,Bunny,0,14,3.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
6,Bunny,0,14,3.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
6,Bunny,0,14,3.0,out_phys,bare_hand,0,77,13.0,13,1.0,
6,Bunny,0,14,3.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
6,Bunny,0,14,3.0,out_phys,GiantSword,0,77,18.6,19,1.0,
6,Bunny,0,14,3.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
6,Bunny,0,14,3.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
6,Bunny,0,14,3.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
6,Bunny,0,14,3.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
6,Bunny,0,14,3.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
6,Bunny,0,14,3.0,in_phys,naked_PA0,0,,3,,1.0,3
6,Bunny,0,14,3.0,in_phys,light_PA20,0,,3,,1.0,3
6,Bunny,0,14,3.0,in_phys,heavy_PA40,0,,3,,1.0,2
6,Bunny,0,14,3.0,in_phys,heavy_Merien5_PA45,0,,3,,1.0,2
6,Bunny,0,14,3.0,in_phys,heavy_Merien10_PA50,0,,3,,1.0,2
6,Bunny,0,14,3.0,in_phys,stack_PA70,0,,3,,1.0,1
6,Bunny,0,14,3.0,in_phys,cap_PA80,0,,3,,1.0,1
6,Bunny,0,14,3.0,out_magic,bare,50,97,69.1,70,1.534,
6,Bunny,0,14,3.0,out_magic,MS20,50,97,69.1,70,1.534,
6,Bunny,0,14,3.0,out_magic,MS22_HR50,50,97,69.1,70,1.534,
6,Bunny,0,14,3.0,out_magic,MS22_HR91,50,97,69.1,70,1.534,
6,Bunny,0,14,3.0,out_magic,ZW20,50,97,86.4,87,1.534,
6,Bunny,0,14,3.0,out_magic,ZW20_HeroMage,50,97,91.4,92,1.534,
6,Bunny,0,14,3.0,out_magic,bare_HeroMage,50,97,73.1,74,1.534,
6,Bunny,0,14,3.0,out_phys,bare_hand,50,77,13.0,14,1.534,
6,Bunny,0,14,3.0,out_phys,LongSword+2,50,77,8.7,10,1.534,
6,Bunny,0,14,3.0,out_phys,GiantSword,50,77,18.6,20,1.534,
6,Bunny,0,14,3.0,out_phys,GS_Hero,50,87,23.6,25,1.534,
6,Bunny,0,14,3.0,out_phys,GS_Hero_NOX,50,97,23.6,25,1.534,
6,Bunny,0,14,3.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.534,
6,Bunny,0,14,3.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.534,
6,Bunny,0,14,3.0,out_phys,GS_full_upg10,50,97,50.6,52,1.534,
6,Bunny,0,14,3.0,in_phys,naked_PA0,50,,3,,1.534,3
6,Bunny,0,14,3.0,in_phys,light_PA20,50,,3,,1.534,3
6,Bunny,0,14,3.0,in_phys,heavy_PA40,50,,3,,1.534,2
6,Bunny,0,14,3.0,in_phys,heavy_Merien5_PA45,50,,3,,1.534,2
6,Bunny,0,14,3.0,in_phys,heavy_Merien10_PA50,50,,3,,1.534,2
6,Bunny,0,14,3.0,in_phys,stack_PA70,50,,3,,1.534,1
6,Bunny,0,14,3.0,in_phys,cap_PA80,50,,3,,1.534,1
7,Beholder,5,551,36.0,out_magic,bare,0,78,69.1,69,1.0,
7,Beholder,5,551,36.0,out_magic,MS20,0,78,69.1,69,1.0,
7,Beholder,5,551,36.0,out_magic,MS22_HR50,0,83,69.1,69,1.0,
7,Beholder,5,551,36.0,out_magic,MS22_HR91,0,87,69.1,69,1.0,
7,Beholder,5,551,36.0,out_magic,ZW20,0,78,86.4,86,1.0,
7,Beholder,5,551,36.0,out_magic,ZW20_HeroMage,0,78,91.4,91,1.0,
7,Beholder,5,551,36.0,out_magic,bare_HeroMage,0,78,73.1,73,1.0,
7,Beholder,5,551,36.0,out_phys,bare_hand,0,77,13.0,13,1.0,
7,Beholder,5,551,36.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
7,Beholder,5,551,36.0,out_phys,GiantSword,0,77,18.6,19,1.0,
7,Beholder,5,551,36.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
7,Beholder,5,551,36.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
7,Beholder,5,551,36.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
